id,claim,label,golden_evi,claim_temporal_arguments,evidence_title,evidence_content,processed_claim_some_punctuation,processed_evidence_some_punctuation,claim_named_entities,evidences_named_entities,contradiction_prob,neutral_prob,entailment_prob,all_claim_entities,claim_chunks,all_evidence_entities,evidence_chunks,count_claim_entities,count_evidence_entities,count_claim_named_entities,count_evidence_named_entities,count_claim_nouns,count_evidence_nouns,similarity_score,coref_flag,claim_entities_string,evidence_entities_string,temporal_claim,temporal_evidence,claim_numbers,evidence_numbers,all_entities_similarity,all_chunks_similarity,named_entities_similarity,temporal_similarity,count_claim_numbers,count_evidence_numbers,openai_results,same_entity_label,same_entity_justification,general_facts_label,general_facts_justification,time_label,time_justification,topic,claim_temporal,evidence_temporal,relevant_evidence
25988,Katy Perry was in a computer-animated comedy film in 2011.,SUPPORTS,NOT ENOUGH INFO,['in 2011'],Katy_Perry,"In March 2012 , she re issued the album as Teenage Dream : The Complete Confection , which produced the songs `` Part of Me '' and `` Wide Awake '' .",Katy Perry was in a computer-animated comedy film in 2011.,"In March 2012, she re issued the album as Teenage Dream : The Complete Confection, which produced the songs Part of Me and Wide Awake.","['Katy Perry', '2011']",['March 2012'],0.0881636589765548,0.905207335948944,0.0066290106624364,['Katy Perry'],"['Katy Perry', 'a computer-animated comedy film']",[],"['March', 'she', 'the album', 'Teenage Dream', 'The Complete Confection', 'which', 'the songs', 'Part', 'Me', 'Wide Awake']",1,0,2,1,2,10,0.1885768920183181,True,['Katy Perry'],['she'],['2011'],['march 2012'],[],[],0.0,0.227563664317131,0.3531268537044525,0.8593804836273193,0,0,"{'claim_temporal': ['in 2011'], 'evidence_temporal': ['In March 2012'], 'general_facts_justification': 'The evidence does not provide any information related to Katy Perry being in a computer-animated comedy film in 2011, nor does it address all key aspects of the claim.', 'general_facts_label': 'NOT ENOUGH INFO', 'relevant_evidence': [], 'same_entity_justification': 'The evidence does not mention a computer-animated comedy film, so it is unclear whether the claim and evidence refer to the same entity.', 'same_entity_label': False, 'time_justification': ""The evidence mentions March 2012, which is not the year stated in the claim. However, it is unclear whether the evidence contradicts the temporal aspect of the claim, as the evidence does not provide any information related to the claim's temporal aspect."", 'time_label': 'NOT ENOUGH INFO', 'topic': ""Katy Perry's career""}",['in 2011'],['In March 2012'],"The evidence does not provide any information related to Katy Perry being in a computer-animated comedy film in 2011, nor does it address all key aspects of the claim.",NOT ENOUGH INFO,[],"The evidence does not mention a computer-animated comedy film, so it is unclear whether the claim and evidence refer to the same entity.",False,"The evidence mentions March 2012, which is not the year stated in the claim. However, it is unclear whether the evidence contradicts the temporal aspect of the claim, as the evidence does not provide any information related to the claim's temporal aspect.",NOT ENOUGH INFO,Katy Perry's career
19202,Peyton Manning is an athlete who has since retired.,SUPPORTS,SUPPORTS,['since'],Peyton_Manning,"Peyton Williams Manning LRB born March 24 , 1976 RRB is a former American football quarterback who played 18 seasons in the National Football League LRB NFL RRB , primarily with the Indianapolis Colts .",Peyton Manning is an athlete who has since retired.,"Peyton Williams Manning LRB born March 24, 1976 RRB is a former American football quarterback who played 18 seasons in the National Football League LRB NFL RRB, primarily with the Indianapolis Colts.",['Peyton Manning'],"['Peyton Williams Manning', 'March 24, 1976', 'American', '18 seasons', 'the National Football League', 'NFL', 'the Indianapolis Colts']",0.0011519565014168,0.9913709163665771,0.0074771288782358,['Peyton Manning'],"['Peyton Manning', 'an athlete', 'who']","['Peyton Williams Manning', 'American', 'the National Football League', 'NFL', 'the Indianapolis Colts']","['Peyton Williams Manning LRB', 'RRB', 'a former American football quarterback', 'who', 'the National Football League LRB NFL RRB', 'the Indianapolis Colts']",1,5,1,7,3,6,0.583054780960083,True,['Peyton Manning'],"['Peyton Williams Manning LRB born March 24, 1976 RRB']",[],['march 24 1976'],[],[],0.5,0.5575615167617798,0.5,0.0,0,0,"{'claim_temporal': ['since retired'], 'evidence_temporal': ['born March 24, 1976'], 'general_facts_justification': 'The evidence supports the claim that Peyton Manning is an athlete who has since retired by stating that he is a former American football quarterback who played 18 seasons in the NFL, primarily with the Indianapolis Colts.', 'general_facts_label': 'SUPPORTS', 'relevant_evidence': ['Peyton Williams Manning (born March 24, 1976) is a former American football quarterback who played 18 seasons in the National Football League (NFL), primarily with the Indianapolis Colts.'], 'same_entity_justification': 'The claim and evidence both refer to Peyton Manning, an athlete who is a former American football quarterback.', 'same_entity_label': True, 'time_justification': 'The evidence states that Peyton Manning was born on March 24, 1976, which matches the temporal information provided in the claim.', 'time_label': 'SUPPORTS', 'topic': ""Peyton Manning's athletic career""}",['since retired'],"['born March 24, 1976']","The evidence supports the claim that Peyton Manning is an athlete who has since retired by stating that he is a former American football quarterback who played 18 seasons in the NFL, primarily with the Indianapolis Colts.",SUPPORTS,"['Peyton Williams Manning (born March 24, 1976) is a former American football quarterback who played 18 seasons in the National Football League (NFL), primarily with the Indianapolis Colts.']","The claim and evidence both refer to Peyton Manning, an athlete who is a former American football quarterback.",True,"The evidence states that Peyton Manning was born on March 24, 1976, which matches the temporal information provided in the claim.",SUPPORTS,Peyton Manning's athletic career
13899,No one died from lymphoma in 2012.,REFUTES,REFUTES,['in 2012'],Lymphoma,"Worldwide , lymphomas developed in 566,000 people in 2012 and caused 305,000 deaths .",No one died from lymphoma in 2012.,"Worldwide, lymphomas developed in 566,000 people in 2012 and caused 305,000 deaths.",['2012'],"['lymphomas', '566,000', '2012', '305,000']",0.9968067407608032,0.0026580444537103,0.0005352051812224,[],"['No one', 'lymphoma']","['lymphomas', '566,000', '305,000']","['lymphomas', '566,000 people', '305,000 deaths']",0,3,1,4,2,3,0.6942076086997986,True,['2012'],['2012'],['2012'],['2012'],[],"['566,000', '305,000']",0.0,0.4209091961383819,1.0,1.0,0,2,"{'claim_temporal': ['in 2012'], 'evidence_temporal': ['in 2012'], 'general_facts_justification': 'The evidence states that lymphoma caused 305,000 deaths in 2012, which directly contradicts the claim that no one died from lymphoma in 2012.', 'general_facts_label': 'REFUTES', 'relevant_evidence': ['Worldwide, lymphomas developed in 566,000 people in 2012 and caused 305,000 deaths.'], 'same_entity_justification': 'The claim and evidence both refer to lymphoma.', 'same_entity_label': True, 'time_justification': ""The evidence explicitly states that lymphomas developed in 566,000 people in 2012, which matches the claim's temporal reference to 2012."", 'time_label': 'SUPPORTS', 'topic': 'lymphoma'}",['in 2012'],['in 2012'],"The evidence states that lymphoma caused 305,000 deaths in 2012, which directly contradicts the claim that no one died from lymphoma in 2012.",REFUTES,"['Worldwide, lymphomas developed in 566,000 people in 2012 and caused 305,000 deaths.']",The claim and evidence both refer to lymphoma.,True,"The evidence explicitly states that lymphomas developed in 566,000 people in 2012, which matches the claim's temporal reference to 2012.",SUPPORTS,lymphoma
46149,Leslie Groves failed to ever graduate.,REFUTES,REFUTES,['ever'],Leslie_Groves,He graduated fourth in his class at the United States Military Academy at West Point in 1918 and was commissioned into the U.S. Army Corps of Engineers .,Leslie Groves failed to ever graduate.,He graduated fourth in his class at the United States Military Academy at West Point in 1918 and was commissioned into the U.S. Army Corps of Engineers.,['Leslie Groves'],"['fourth', 'the United States Military Academy', 'West Point', '1918', 'the U.S. Army Corps of Engineers']",0.9983965754508972,0.0012505977647379,0.0003528023080434,['Leslie Groves'],['Leslie Groves'],"['fourth', 'the United States Military Academy', 'West Point', 'the U.S. Army Corps of Engineers']","['He', 'his class', 'the United States Military Academy', 'West Point', 'the U.S. Army Corps', 'Engineers']",1,4,1,5,1,6,0.2257173657417297,True,['Leslie Groves'],"['He', 'his']",[],['1918'],[],[],0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0,0,"{'claim_temporal': [], 'evidence_temporal': ['in 1918'], 'general_facts_justification': 'The evidence clearly states that Leslie Groves graduated fourth in his class at West Point in 1918, which contradicts the claim that he failed to ever graduate.', 'general_facts_label': 'REFUTES', 'relevant_evidence': ['He graduated fourth in his class at the United States Military Academy at West Point in 1918'], 'same_entity_justification': 'The evidence mentions Leslie Groves, who is the main subject of the claim.', 'same_entity_label': True, 'time_justification': 'The evidence explicitly mentions that Leslie Groves graduated from West Point in 1918, which matches the temporal information in the claim.', 'time_label': 'SUPPORTS', 'topic': 'Education'}",[],['in 1918'],"The evidence clearly states that Leslie Groves graduated fourth in his class at West Point in 1918, which contradicts the claim that he failed to ever graduate.",REFUTES,['He graduated fourth in his class at the United States Military Academy at West Point in 1918'],"The evidence mentions Leslie Groves, who is the main subject of the claim.",True,"The evidence explicitly mentions that Leslie Groves graduated from West Point in 1918, which matches the temporal information in the claim.",SUPPORTS,Education
29682,Nicole Scherzinger finished college at the age of 37.,NOT ENOUGH INFO,NOT ENOUGH INFO,['at the age of 37'],Nicole_Scherzinger,Her debut studio album Killer Love LRB 2011 RRB was released to moderate success and was preceded by the number one single `` Do n't Hold Your Breath '' .,Nicole Scherzinger finished college at the age of 37.,Her debut studio album Killer Love LRB 2011 RRB was released to moderate success and was preceded by the number one single Do n t Hold Your Breath.,"['Nicole Scherzinger', 'the age of 37']","['Killer Love', '2011', 'one', 'Hold Your Breath']",0.0218670219182968,0.9739663004875184,0.0041666566394269,['Nicole Scherzinger'],"['Nicole Scherzinger', 'college', 'the age']","['Killer Love', '2011', 'one', 'Hold Your Breath']","['Her debut studio album', 'Killer Love LRB', 'RRB', 'moderate success', 'the number one single Do n t', 'Your Breath']",1,4,2,4,3,6,-0.0027888733893632,True,['Nicole Scherzinger'],['Her'],[],['2011'],[],"['2011', 'one']",0.1515151515151515,0.4066961705684662,0.2885798513889313,0.0,0,2,"{'claim_temporal': ['at the age of 37'], 'evidence_temporal': ['LRB 2011 RRB'], 'general_facts_justification': 'The evidence does not provide any information related to Nicole Scherzinger finishing college at the age of 37.', 'general_facts_label': 'NOT ENOUGH INFORMATION', 'relevant_evidence': [], 'same_entity_justification': 'The evidence refers to Nicole Scherzinger, who is the main subject of the claim.', 'same_entity_label': True, 'time_justification': 'The evidence does not provide any information related to the time, date, or duration of Nicole Scherzinger finishing college.', 'time_label': 'NOT ENOUGH INFORMATION', 'topic': ""Nicole Scherzinger's education""}",['at the age of 37'],['LRB 2011 RRB'],The evidence does not provide any information related to Nicole Scherzinger finishing college at the age of 37.,NOT ENOUGH INFORMATION,[],"The evidence refers to Nicole Scherzinger, who is the main subject of the claim.",True,"The evidence does not provide any information related to the time, date, or duration of Nicole Scherzinger finishing college.",NOT ENOUGH INFORMATION,Nicole Scherzinger's education
68610,Steven Zaillian won an award from the Writers Guild of America in 2014.,REFUTES,NOT ENOUGH INFO,['in 2014'],America_America,"America America LRB British title The Anatolian Smile a reference to an ongoing acknowledgment of the character Stavros ' captivating smile RRB is a 1963 American dramatic film directed , produced and written by Elia Kazan , adapted from his own book , published in 1962 .",Steven Zaillian won an award from the Writers Guild of America in 2014.,"America America LRB British title The Anatolian Smile a reference to an ongoing acknowledgment of the character Stavros captivating smile RRB is a 1963 American dramatic film directed, produced and written by Elia Kazan, adapted from his own book, published in 1962.","['Steven Zaillian', 'the Writers Guild of America', '2014']","['British', 'The Anatolian Smile', 'Stavros', '1963', 'American', 'Elia Kazan', '1962']",0.2588788866996765,0.730218231678009,0.0109028881415724,"['Steven Zaillian', 'the Writers Guild of America']","['Steven Zaillian', 'an award', 'the Writers Guild', 'America']","['British', 'The Anatolian Smile', 'Stavros', 'American', 'Elia Kazan']","['America America', 'British title', 'The Anatolian Smile', 'an ongoing acknowledgment', 'the character', 'Stavros captivating smile RRB', 'Elia Kazan', 'his own book']",2,5,3,7,4,8,0.1403220444917678,False,[],"['Elia Kazan', 'his']",['2014'],"['1963', '1962']",[],[],0.2498015873015873,0.4555423855781555,0.2334342300891876,0.0925014019012451,0,0,"{'claim_temporal': ['in 2014'], 'evidence_temporal': [], 'general_facts_justification': 'The evidence does not provide any information related to Steven Zaillian winning an award from the Writers Guild of America in 2014.', 'general_facts_label': 'NOT ENOUGH INFORMATION', 'relevant_evidence': [], 'same_entity_justification': 'Both the claim and evidence mention America and do not provide any other entity that could be the main subject of the text.', 'same_entity_label': True, 'time_justification': 'The evidence does not provide any information related to the time, date, or duration of Steven Zaillian winning an award from the Writers Guild of America in 2014.', 'time_label': 'NOT ENOUGH INFORMATION', 'topic': 'Film industry'}",['in 2014'],[],The evidence does not provide any information related to Steven Zaillian winning an award from the Writers Guild of America in 2014.,NOT ENOUGH INFORMATION,[],Both the claim and evidence mention America and do not provide any other entity that could be the main subject of the text.,True,"The evidence does not provide any information related to the time, date, or duration of Steven Zaillian winning an award from the Writers Guild of America in 2014.",NOT ENOUGH INFORMATION,Film industry
22241,"August the 5th, 1962, is the date Marilyn Monroe died.",SUPPORTS,SUPPORTS,['the date'],Marilyn_Monroe,"Marilyn Monroe LRB born Norma Jeane Mortenson ; June 1 , 1926 August 5 , 1962 RRB was an American actress and model .","August the 5th, 1962, is the date Marilyn Monroe died.","Marilyn Monroe LRB born Norma Jeane Mortenson ; June 1, 1926 August 5, 1962 RRB was an American actress and model.","['August', '5th', '1962', 'Marilyn Monroe']","['Marilyn Monroe', 'Norma Jeane Mortenson', 'June 1, 1926', 'August 5, 1962', 'American']",0.0037427772767841,0.9600951671600342,0.0361619628965854,"['5th', 'Marilyn Monroe']","['the date', 'Marilyn Monroe']","['Marilyn Monroe', 'Norma Jeane Mortenson', 'American']","['Marilyn Monroe LRB', 'Norma Jeane Mortenson', 'August', 'RRB', 'an American actress', 'model']",2,3,4,5,2,6,0.6222226619720459,False,[],[],['august the 5th 1962'],['june 1 1926 august 5 1962'],[],[],0.3518518518518518,0.3804939389228821,0.5575274229049683,0.6545729041099548,0,0,"{'claim_temporal': ['August the 5th, 1962'], 'evidence_temporal': ['June 1, 1926', 'August 5, 1962'], 'general_facts_justification': 'The evidence confirms that Marilyn Monroe was an American actress and model, which supports the claim that she existed and was a public figure. The evidence also provides her birth and death dates, which supports the claim that she died on August 5th, 1962.', 'general_facts_label': 'SUPPORTS', 'relevant_evidence': ['Marilyn Monroe', 'American actress and model', 'August 5, 1962'], 'same_entity_justification': 'The evidence directly refers to Marilyn Monroe, who is mentioned in the claim.', 'same_entity_label': True, 'time_justification': 'The evidence directly states that Marilyn Monroe died on August 5th, 1962, which exactly matches the date stated in the claim.', 'time_label': 'SUPPORTS', 'topic': 'Marilyn Monroe'}","['August the 5th, 1962']","['June 1, 1926', 'August 5, 1962']","The evidence confirms that Marilyn Monroe was an American actress and model, which supports the claim that she existed and was a public figure. The evidence also provides her birth and death dates, which supports the claim that she died on August 5th, 1962.",SUPPORTS,"['Marilyn Monroe', 'American actress and model', 'August 5, 1962']","The evidence directly refers to Marilyn Monroe, who is mentioned in the claim.",True,"The evidence directly states that Marilyn Monroe died on August 5th, 1962, which exactly matches the date stated in the claim.",SUPPORTS,Marilyn Monroe
37490,The Beatles had Stuart Sutcliffe initially serve as their bass player.,SUPPORTS,SUPPORTS,['initially'],The_Beatles,"The Beatles built their reputation playing clubs in Liverpool and Hamburg over a three year period from 1960 , with Stuart Sutcliffe initially serving as bass player .",The Beatles had Stuart Sutcliffe initially serve as their bass player.,"The Beatles built their reputation playing clubs in Liverpool and Hamburg over a three year period from 1960, with Stuart Sutcliffe initially serving as bass player.",['Stuart Sutcliffe'],"['Beatles', 'Liverpool', 'Hamburg', 'three year period', '1960', 'Stuart Sutcliffe']",0.001050999504514,0.9958149790763856,0.0031340650748461,['Stuart Sutcliffe'],"['The Beatles', 'Stuart Sutcliffe', 'their bass player']","['Beatles', 'Liverpool', 'Hamburg', 'Stuart Sutcliffe']","['The Beatles', 'their reputation playing clubs', 'Liverpool', 'Hamburg', 'Stuart Sutcliffe', 'bass player']",1,4,1,6,3,6,0.8605155944824219,True,"['The Beatles', 'their', 'Stuart Sutcliffe']","['The Beatles', 'their', 'Stuart Sutcliffe']",[],"['1960', 'a three year period']",[],[],0.5,0.7142857313156128,0.5,0.0,0,0,"{'claim_temporal': [], 'evidence_temporal': ['over a three year period from 1960'], 'general_facts_justification': 'The evidence directly supports the claim by stating that Stuart Sutcliffe initially served as the bass player for The Beatles during their early years.', 'general_facts_label': 'SUPPORTS', 'relevant_evidence': ['Stuart Sutcliffe initially serving as bass player.'], 'same_entity_justification': 'The evidence explicitly mentions Stuart Sutcliffe as the initial bass player of The Beatles, which is the same entity mentioned in the claim.', 'same_entity_label': True, 'time_justification': 'The evidence explicitly mentions the three year period from 1960, which exactly matches the time frame mentioned in the claim.', 'time_label': 'SUPPORTS', 'topic': ""The Beatles and Stuart Sutcliffe's role as their initial bass player""}",[],['over a three year period from 1960'],The evidence directly supports the claim by stating that Stuart Sutcliffe initially served as the bass player for The Beatles during their early years.,SUPPORTS,['Stuart Sutcliffe initially serving as bass player.'],"The evidence explicitly mentions Stuart Sutcliffe as the initial bass player of The Beatles, which is the same entity mentioned in the claim.",True,"The evidence explicitly mentions the three year period from 1960, which exactly matches the time frame mentioned in the claim.",SUPPORTS,The Beatles and Stuart Sutcliffe's role as their initial bass player
29245,"Triple H graduated college July 27th, 1969.",SUPPORTS,NOT ENOUGH INFO,"['July 27th , 1969']",Triple_H,"In 1995 , Levesque moved to the World Wrestling Federation LRB WWF , now WWE RRB , where he became Hunter Hearst Helmsley and , later , Triple H .","Triple H graduated college July 27th, 1969.","In 1995, Levesque moved to the World Wrestling Federation LRB WWF, now WWE RRB, where he became Hunter Hearst Helmsley and, later, Triple H.","['Triple H', 'July 27th, 1969']","['1995', 'Levesque', 'the World Wrestling Federation', 'WWE', 'Hunter Hearst Helmsley', 'Triple H.']",0.1904822438955307,0.7999044060707092,0.0096132811158895,['Triple H'],"['Triple H', 'college']","['Levesque', 'the World Wrestling Federation', 'WWE', 'Hunter Hearst Helmsley', 'Triple H.']","['Levesque', 'the World Wrestling Federation', 'LRB WWF', 'now WWE RRB', 'he', 'Hunter Hearst Helmsley', 'Triple H.']",1,5,2,6,2,7,0.3779160678386688,True,['Triple H'],"['Levesque', 'he', 'Triple H.']",['july 27th 1969'],"['1995', 'now']",[],[],0.5,0.4261015355587005,0.3720133304595947,0.3017041981220245,0,0,"{'claim_temporal': ['July 27th, 1969'], 'evidence_temporal': ['1995'], 'general_facts_justification': 'The evidence talks about the professional life of Triple H, but it does not provide any information related to his education or graduation. Therefore, it is not enough information to address the claim.', 'general_facts_label': 'NOT ENOUGH INFORMATION', 'relevant_evidence': [], 'same_entity_justification': 'The evidence mentions Triple H, who is a professional wrestler, and the claim mentions Triple H as well. Therefore, they refer to the same entity.', 'same_entity_label': True, 'time_justification': 'The evidence mentions the year 1995, which is not directly related to the claim. However, the claim mentions a specific date of July 27th, 1969, which is not contradicted by any temporal information in the evidence. Therefore, the evidence supports the temporal aspect of the claim.', 'time_label': 'SUPPORTS', 'topic': ""Triple H's education and graduation""}","['July 27th, 1969']",['1995'],"The evidence talks about the professional life of Triple H, but it does not provide any information related to his education or graduation. Therefore, it is not enough information to address the claim.",NOT ENOUGH INFORMATION,[],"The evidence mentions Triple H, who is a professional wrestler, and the claim mentions Triple H as well. Therefore, they refer to the same entity.",True,"The evidence mentions the year 1995, which is not directly related to the claim. However, the claim mentions a specific date of July 27th, 1969, which is not contradicted by any temporal information in the evidence. Therefore, the evidence supports the temporal aspect of the claim.",SUPPORTS,Triple H's education and graduation
81,"Richard Harris was born on October 25, 2002.",SUPPORTS,SUPPORTS,"['on October 25 , 2002']",Richard_Harris,Richard St John Harris LRB 1 October 1930 25 October 2002 RRB was an Irish actor and singer .,"Richard Harris was born on October 25, 2002.",Richard St John Harris LRB 1 October 1930 25 October 2002 RRB was an Irish actor and singer.,"['Richard Harris', 'October 25, 2002']","['Richard St John Harris', '1 October 1930', '25 October 2002', 'Irish']",0.592058539390564,0.3996463716030121,0.00829504057765,['Richard Harris'],"['Richard Harris', 'October']","['Richard St John Harris', 'Irish']","['Richard St John Harris', 'LRB', 'October', 'RRB', 'an Irish actor', 'singer']",1,2,2,4,2,6,0.6293154954910278,True,['Richard Harris'],['Richard St John Harris LRB 1 October 1930 25 October 2002 RRB'],['october 25 2002'],['1 october 1930 25 october 2002'],[],[],0.5,0.5,0.699999988079071,1.0,0,0,"{'claim_temporal': ['October 25, 2002'], 'evidence_temporal': ['1 October 1930', '25 October 2002'], 'general_facts_justification': 'The evidence provides a birth date of October 25, 2002 for Richard Harris, which contradicts the claim that he was born on the same date in 1930.', 'general_facts_label': 'REFUTES', 'relevant_evidence': ['Richard St John Harris LRB 1 October 1930 25 October 2002 RRB was an Irish actor and singer.'], 'same_entity_justification': 'The claim and evidence both refer to a person named Richard Harris.', 'same_entity_label': True, 'time_justification': 'The evidence provides a birth date of October 25, 2002 for Richard Harris, which contradicts the claim that he was born on the same date in 1930.', 'time_label': 'REFUTES', 'topic': 'Richard Harris'}","['October 25, 2002']","['1 October 1930', '25 October 2002']","The evidence provides a birth date of October 25, 2002 for Richard Harris, which contradicts the claim that he was born on the same date in 1930.",REFUTES,['Richard St John Harris LRB 1 October 1930 25 October 2002 RRB was an Irish actor and singer.'],The claim and evidence both refer to a person named Richard Harris.,True,"The evidence provides a birth date of October 25, 2002 for Richard Harris, which contradicts the claim that he was born on the same date in 1930.",REFUTES,Richard Harris
29074,The Offspring released Smash in May of 1994.,REFUTES,REFUTES,['in May of 1994'],Smash_-LRB-The_Offspring_album-RRB-,"Recording and production were finished a month later , and the album was released on April 8 , 1994 on Epitaph Records .",The Offspring released Smash in May of 1994.,"Recording and production were finished a month later, and the album was released on April 8, 1994 on Epitaph Records.",['May of 1994'],"['a month later', 'April 8, 1994', 'Epitaph Records']",0.9463794231414796,0.0514554381370544,0.0021651138085871,[],"['The Offspring', 'Smash', 'May']",['Epitaph Records'],"['Recording', 'production', 'the album', 'April', 'Epitaph Records']",0,1,1,3,3,5,0.469033420085907,True,['Smash'],['the album'],['may of 1994'],"['a month later', 'april 8 1994']",[],[],0.0,0.1785714285714285,0.5007560849189758,0.5621091723442078,0,0,"{'claim_temporal': ['in May of 1994'], 'evidence_temporal': ['a month later', 'April 8, 1994'], 'general_facts_justification': 'The evidence states that the album was released on April 8, 1994, which contradicts the claim that it was released in May of 1994.', 'general_facts_label': 'REFUTES', 'relevant_evidence': ['the album was released on April 8, 1994'], 'same_entity_justification': ""The claim and evidence both refer to the album 'Smash' by The Offspring."", 'same_entity_label': True, 'time_justification': 'The evidence clearly states that the album was released on April 8, 1994, which contradicts the claim that it was released in May of 1994.', 'time_label': 'REFUTES', 'topic': ""The release date of the album 'Smash' by The Offspring""}",['in May of 1994'],"['a month later', 'April 8, 1994']","The evidence states that the album was released on April 8, 1994, which contradicts the claim that it was released in May of 1994.",REFUTES,"['the album was released on April 8, 1994']",The claim and evidence both refer to the album 'Smash' by The Offspring.,True,"The evidence clearly states that the album was released on April 8, 1994, which contradicts the claim that it was released in May of 1994.",REFUTES,The release date of the album 'Smash' by The Offspring
11703,Lindsay Lohan was featured on the soap opera Another World when she was 10.,SUPPORTS,NOT ENOUGH INFO,"['when she was 10', 'when']",Lindsay_Lohan,"Lindsay Dee Lohan LRB born July 2 , 1986 RRB is an American actress and singer .",Lindsay Lohan was featured on the soap opera Another World when she was 10.,"Lindsay Dee Lohan LRB born July 2, 1986 RRB is an American actress and singer.","['Lindsay Lohan', 'Another World', '10']","['Lindsay Dee Lohan', 'July 2, 1986', 'American']",0.0192991867661476,0.9621195793151855,0.0185813251882791,"['Lindsay Lohan', 'Another World', '10']","['Lindsay Lohan', 'the soap opera', 'Another World', 'she']","['Lindsay Dee Lohan', 'American']","['Lindsay Dee Lohan LRB', 'RRB', 'an American actress', 'singer']",3,2,3,3,4,4,0.5447356700897217,True,"['Lindsay Lohan', 'she']","['Lindsay Dee Lohan LRB born July 2, 1986 RRB']",[],['july 2 1986'],['10'],[],0.2485714285714285,0.2872393727302551,0.3189454674720764,0.0,1,0,"{'claim_temporal': ['when she was 10'], 'evidence_temporal': [], 'general_facts_justification': 'The evidence supports the claim by mentioning that Lindsay Lohan is an American actress, which is consistent with her having been featured on a soap opera when she was younger.', 'general_facts_label': 'SUPPORTS', 'relevant_evidence': ['Lindsay Dee Lohan is an American actress and singer.'], 'same_entity_justification': 'The evidence mentions Lindsay Lohan, who is the subject of the claim.', 'same_entity_label': True, 'time_justification': ""The evidence does not mention any specific time or date related to Lindsay Lohan's appearance on Another World, so it cannot be determined whether the evidence supports or refutes the claim in terms of temporal information."", 'time_label': 'NOT ENOUGH INFO', 'topic': ""Lindsay Lohan's acting career""}",['when she was 10'],[],"The evidence supports the claim by mentioning that Lindsay Lohan is an American actress, which is consistent with her having been featured on a soap opera when she was younger.",SUPPORTS,['Lindsay Dee Lohan is an American actress and singer.'],"The evidence mentions Lindsay Lohan, who is the subject of the claim.",True,"The evidence does not mention any specific time or date related to Lindsay Lohan's appearance on Another World, so it cannot be determined whether the evidence supports or refutes the claim in terms of temporal information.",NOT ENOUGH INFO,Lindsay Lohan's acting career
26765,The Promise premiered in 2009.,REFUTES,REFUTES,['in 2009'],The_Promise_-LRB-2016_film-RRB-,"The Promise is a 2016 American historical drama film directed by Terry George and starring Oscar Isaac , Charlotte Le Bon and Christian Bale , set in the final years of the Ottoman Empire .",The Promise premiered in 2009.,"The Promise is a 2016 American historical drama film directed by Terry George and starring Oscar Isaac, Charlotte Le Bon and Christian Bale, set in the final years of the Ottoman Empire.","['Promise', '2009']","['Promise', '2016', 'American', 'Terry George', 'Oscar Isaac', 'Charlotte Le Bon', 'Christian Bale', 'the final years', 'the Ottoman Empire']",0.9908443093299866,0.0085957497358322,0.0005598902935162,['Promise'],['The Promise'],"['Promise', 'American', 'Terry George', 'Oscar Isaac', 'Charlotte Le Bon', 'Christian Bale', 'the Ottoman Empire']","['The Promise', 'Terry George', 'Oscar Isaac', 'Charlotte Le Bon', 'Christian Bale', 'the Ottoman Empire']",1,7,2,9,1,6,0.5454967021942139,True,['The Promise'],['The Promise'],['2009'],"['2016', 'the final years of the ottoman empire']",[],[],0.5,0.5,0.4692004024982452,0.4384008049964905,0,0,"{'claim_temporal': ['premiered in 2009'], 'evidence_temporal': ['set in the final years of the Ottoman Empire'], 'general_facts_justification': 'The evidence mentions that The Promise is a 2016 film, which contradicts the claim that it premiered in 2009.', 'general_facts_label': 'REFUTES', 'relevant_evidence': [], 'same_entity_justification': 'The evidence is about a film called The Promise, while the claim is about a premiere of a different work with the same title. Even though they share the same title, they refer to different entities.', 'same_entity_label': False, 'time_justification': 'The evidence states that The Promise is a 2016 film, while the claim states that it premiered in 2009. These dates do not match, therefore the evidence refutes the claim.', 'time_label': 'REFUTES', 'topic': 'The Promise'}",['premiered in 2009'],['set in the final years of the Ottoman Empire'],"The evidence mentions that The Promise is a 2016 film, which contradicts the claim that it premiered in 2009.",REFUTES,[],"The evidence is about a film called The Promise, while the claim is about a premiere of a different work with the same title. Even though they share the same title, they refer to different entities.",False,"The evidence states that The Promise is a 2016 film, while the claim states that it premiered in 2009. These dates do not match, therefore the evidence refutes the claim.",REFUTES,The Promise
