id,claim,label,golden_evi,claim_temporal_arguments,evidence_title,evidence_content,processed_claim_some_punctuation,processed_evidence_some_punctuation,claim_named_entities,evidences_named_entities,contradiction_prob,neutral_prob,entailment_prob,all_claim_entities,claim_chunks,all_evidence_entities,evidence_chunks,count_claim_entities,count_evidence_entities,count_claim_named_entities,count_evidence_named_entities,count_claim_nouns,count_evidence_nouns,similarity_score,coref_flag,claim_entities_string,evidence_entities_string,temporal_claim,temporal_evidence,claim_numbers,evidence_numbers,all_entities_similarity,all_chunks_similarity,named_entities_similarity,temporal_similarity,count_claim_numbers,count_evidence_numbers,openai_results,same_entity_label,same_entity_justification,general_facts_label,general_facts_justification,time_label,time_justification,topic
3437,Gendry first appeared in 1996's A Game of Thrones.,SUPPORTS,NOT ENOUGH INFO,['first'],Gendry,"Gendry is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin , and its television adaptation Game of Thrones .",Gendry first appeared in 1996 s A Game of Thrones.,"Gendry is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin, and its television adaptation Game of Thrones.","['Gendry', 'first', '1996', 'Thrones']","['Gendry', 'the A Song of Ice and Fire', 'American', 'George R. R. Martin', 'Thrones']",0.021195864,0.887001395,0.091802783,"['Gendry', 'first', 'Thrones']","['Gendry', 'Thrones']","['Gendry', 'the A Song of Ice and Fire', 'American', 'George R. R. Martin', 'Thrones']","['Gendry', 'a fictional character', 'the A Song', 'Ice and Fire series', 'fantasy novels', 'American author George R. R. Martin', 'its television adaptation', 'Game', 'Thrones']",3,5,4,5,2,9,0.707483053,TRUE,['Gendry'],"['Gendry', 'the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin', 'its']",['1996'],[],[],[],0.439983219,0.5,0.381640613,0,0,0,"{'general_facts_justification': ""The evidence confirms that Gendry is a fictional character in the same series mentioned in the claim, 'A Game of Thrones'."", 'general_facts_label': 'SUPPORTS', 'same_entity_justification': ""The evidence mentions Gendry as a character in the same series mentioned in the claim, 'A Game of Thrones'."", 'same_entity_label': True, 'time_justification': ""The evidence confirms that Gendry is a character in the A Song of Ice and Fire series, which was first introduced in the novel 'A Game of Thrones' in 1996. Therefore, the evidence supports the claim that Gendry first appeared in 1996's A Game of Thrones."", 'time_label': 'SUPPORTS', 'topic': 'A Game of Thrones'}","The evidence confirms that Gendry is a fictional character in the same series mentioned in the claim, 'A Game of Thrones'.",SUPPORTS,"The evidence mentions Gendry as a character in the same series mentioned in the claim, 'A Game of Thrones'.",TRUE,"The evidence confirms that Gendry is a character in the A Song of Ice and Fire series, which was first introduced in the novel 'A Game of Thrones' in 1996. Therefore, the evidence supports the claim that Gendry first appeared in 1996's A Game of Thrones.",SUPPORTS,A Game of Thrones
28140,Maynard James Keenan started the rock supergroup A Perfect Circe in 1999.,SUPPORTS,NOT ENOUGH INFO,['in 1999'],Maynard_James_Keenan,"Shortly thereafter , he formed the band Tool with Adam Jones .",Maynard James Keenan started the rock supergroup A Perfect Circe in 1999.,"Shortly thereafter, he formed the band Tool with Adam Jones.","['Maynard James Keenan', 'A Perfect Circe', '1999']","['Tool', 'Adam Jones']",0.11248029,0.882886291,0.004633413,"['Maynard James Keenan', 'A Perfect Circe']","['Maynard James Keenan', 'the rock supergroup', 'A Perfect Circe']","['Tool', 'Adam Jones']","['he', 'the band Tool', 'Adam Jones']",2,2,3,2,3,3,0.391169906,TRUE,['Maynard James Keenan'],['he'],['1999'],[],[],[],0.108531746,0.268468976,0.093027211,0,0,0,"{'general_facts_justification': 'The evidence does not provide any information about whether Maynard James Keenan started A Perfect Circle in 1999 or not. It only talks about him forming Tool.', 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': 'The claim refers to Maynard James Keenan starting A Perfect Circle, while the evidence talks about him forming Tool. These are two separate bands and do not refer to the same entity.', 'same_entity_label': False, 'time_justification': ""The evidence explicitly states that Maynard James Keenan formed Tool 'shortly thereafter', which suggests that he did not start A Perfect Circle in 1999 as claimed in the evidence."", 'time_label': 'REFUTES', 'topic': ['Maynard James Keenan', 'A Perfect Circle', 'Tool']}",The evidence does not provide any information about whether Maynard James Keenan started A Perfect Circle in 1999 or not. It only talks about him forming Tool.,NOT ENOUGH INFO,"The claim refers to Maynard James Keenan starting A Perfect Circle, while the evidence talks about him forming Tool. These are two separate bands and do not refer to the same entity.",FALSE,"The evidence explicitly states that Maynard James Keenan formed Tool 'shortly thereafter', which suggests that he did not start A Perfect Circle in 1999 as claimed in the evidence.",REFUTES,"['Maynard James Keenan', 'A Perfect Circle', 'Tool']"
1232,Mark Zuckerberg was named Person of the Year by Time magazine in May 2010.,SUPPORTS,NOT ENOUGH INFO,['in May 2010'],Mark_Zuckerberg,"In December 2016 , Zuckerberg was ranked 10th on Forbes list of The World 's Most Powerful People .",Mark Zuckerberg was named Person of the Year by Time magazine in May 2010.,"In December 2016, Zuckerberg was ranked 10th on Forbes list of The World s Most Powerful People.","['Mark Zuckerberg', 'Person', 'Time', 'May 2010']","['December 2016', 'Zuckerberg', '10th', 'Forbes', 'The World s Most Powerful People']",0.011113567,0.98501426,0.003872121,"['Mark Zuckerberg', 'Person', 'Time']","['Mark Zuckerberg', 'Person', 'the Year', 'Time magazine', 'May']","['Zuckerberg', '10th', 'Forbes', 'The World s Most Powerful People']","['December', 'Zuckerberg', 'Forbes list', 'The World s Most Powerful People']",3,4,4,5,5,4,0.536839485,TRUE,['Mark Zuckerberg'],['Zuckerberg'],['may 2010'],['december 2016'],[],[],0.265625,0.231538773,0.297556758,0.487259865,0,0,"{'general_facts_justification': ""The evidence does not provide any information about whether Mark Zuckerberg was named Person of the Year by Time magazine in May 2010 or not. It only talks about his ranking on Forbes list of The World's Most Powerful People in December 2016."", 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': ""The claim and evidence are referring to two different events involving Mark Zuckerberg. The claim is about him being named Person of the Year in May 2010 by Time magazine, while the evidence is about him being ranked 10th on Forbes list of The World's Most Powerful People in December 2016."", 'same_entity_label': False, 'time_justification': ""The evidence refutes the claim as it states that Zuckerberg was ranked 10th on Forbes list of The World's Most Powerful People in December 2016, which is more than 6 years after he was named Person of the Year by Time magazine in May 2010."", 'time_label': 'REFUTES', 'topic': 'Mark Zuckerberg'}",The evidence does not provide any information about whether Mark Zuckerberg was named Person of the Year by Time magazine in May 2010 or not. It only talks about his ranking on Forbes list of The World's Most Powerful People in December 2016.,NOT ENOUGH INFO,"The claim and evidence are referring to two different events involving Mark Zuckerberg. The claim is about him being named Person of the Year in May 2010 by Time magazine, while the evidence is about him being ranked 10th on Forbes list of The World's Most Powerful People in December 2016.",FALSE,"The evidence refutes the claim as it states that Zuckerberg was ranked 10th on Forbes list of The World's Most Powerful People in December 2016, which is more than 6 years after he was named Person of the Year by Time magazine in May 2010.",REFUTES,Mark Zuckerberg
63584,The Murder of Roger Ackroyd is first published in 1926.,SUPPORTS,SUPPORTS,"['first', 'in 1926']",The_Murder_of_Roger_Ackroyd,"The Murder of Roger Ackroyd is a work of detective fiction by Agatha Christie , first published in June 1926 in the United Kingdom by William Collins , Sons and in the United States by Dodd , Mead and Company on 19 June 1926 .",The Murder of Roger Ackroyd is first published in 1926.,"The Murder of Roger Ackroyd is a work of detective fiction by Agatha Christie, first published in June 1926 in the United Kingdom by William Collins, Sons and in the United States by Dodd, Mead and Company on 19 June 1926.","['The Murder of Roger Ackroyd', 'first', '1926']","['The Murder of Roger Ackroyd', 'Agatha Christie', 'June 1926', 'the United Kingdom', 'William Collins', 'Sons', 'the United States', 'Dodd', '19 June 1926']",0.001341714,0.979034543,0.019623704,"['The Murder of Roger Ackroyd', 'first']","['The Murder', 'Roger Ackroyd']","['The Murder of Roger Ackroyd', 'Agatha Christie', 'the United Kingdom', 'William Collins', 'Sons', 'the United States', 'Dodd']","['The Murder', 'Roger Ackroyd', 'a work', 'detective fiction', 'Agatha Christie', 'June', 'the United Kingdom', 'William Collins', 'Sons', 'the United States', 'Dodd', 'Mead', 'Company', '19 June']",2,7,3,9,2,14,0.850897551,TRUE,['The Murder of Roger Ackroyd'],['The Murder of Roger Ackroyd'],['1926'],"['june 1926', '19 june 1926']",[],[],0.553324938,0.5,0.617135644,1,0,0,"{'general_facts_justification': ""The evidence confirms that 'The Murder of Roger Ackroyd' was indeed first published in 1926"", 'general_facts_label': 'SUPPORTS', 'same_entity_justification': ""The claim and evidence both refer to 'The Murder of Roger Ackroyd'"", 'same_entity_label': True, 'time_justification': ""The evidence explicitly states that 'The Murder of Roger Ackroyd' was first published in June 1926, which matches the date stated in the claim"", 'time_label': 'SUPPORTS', 'topic': 'Publication of The Murder of Roger Ackroyd'}",The evidence confirms that 'The Murder of Roger Ackroyd' was indeed first published in 1926,SUPPORTS,The claim and evidence both refer to 'The Murder of Roger Ackroyd',TRUE,"The evidence explicitly states that 'The Murder of Roger Ackroyd' was first published in June 1926, which matches the date stated in the claim",SUPPORTS,Publication of The Murder of Roger Ackroyd
48840,The Republic of Ireland did not adopt its constitution in 1937.,REFUTES,REFUTES,['in 1937'],Republic_of_Ireland,"It had the status of dominion until 1937 when a new constitution was adopted , in which the state was named `` Ireland '' and effectively became a republic , with an elected non executive president as head of state .",The Republic of Ireland did not adopt its constitution in 1937.,"It had the status of dominion until 1937 when a new constitution was adopted, in which the state was named Ireland and effectively became a republic, with an elected non executive president as head of state.","['The Republic of Ireland', '1937']","['1937', 'Ireland']",0.575821996,0.388346851,0.035831138,['The Republic of Ireland'],"['The Republic', 'Ireland', 'its constitution']",['Ireland'],"['It', 'the status', 'dominion', 'a new constitution', 'which', 'the state', 'Ireland', 'a republic', 'an elected non executive president', 'head', 'state']",1,1,2,2,3,11,0.624926925,TRUE,"['The Republic of Ireland', 'its']","['It', 'the state']",['1937'],['1937'],[],[],0.142857143,0.537470341,0.332452178,0.99999994,0,0,"{'general_facts_justification': 'The evidence clearly states that a new constitution was adopted in 1937, which contradicts the claim that the Republic of Ireland did not adopt its constitution in 1937.', 'general_facts_label': 'REFUTES', 'same_entity_justification': 'The evidence refers to the same entity as in the claim, which is the Republic of Ireland.', 'same_entity_label': True, 'time_justification': 'The evidence states that a new constitution was adopted in 1937, which matches the date stated in the claim.', 'time_label': 'SUPPORTS', 'topic': 'Adoption of Constitution'}","The evidence clearly states that a new constitution was adopted in 1937, which contradicts the claim that the Republic of Ireland did not adopt its constitution in 1937.",REFUTES,"The evidence refers to the same entity as in the claim, which is the Republic of Ireland.",TRUE,"The evidence states that a new constitution was adopted in 1937, which matches the date stated in the claim.",SUPPORTS,Adoption of Constitution
49640,Thank Me Later is the name of a Drake album.,SUPPORTS,NOT ENOUGH INFO,['Later'],Thank_Me_Later,Thank Me Later is the debut studio album by Canadian rapper Drake .,Thank Me Later is the name of a Drake album.,Thank Me Later is the debut studio album by Canadian rapper Drake.,['Drake'],"['Canadian', 'Drake']",0.005260732,0.991152942,0.003586323,['Drake'],"['Me', 'the name', 'a Drake album']","['Canadian', 'Drake']","['Me', 'the debut studio album', 'Canadian rapper Drake']",1,2,1,2,3,3,0.898966432,TRUE,"['Thank Me Later', 'Drake']","['Thank Me Later', 'Canadian rapper Drake']",[],[],[],[],0.5,0.602029979,0.5,0.5,0,0,"{'general_facts_justification': 'The evidence confirms that Thank Me Later is the debut studio album by Canadian rapper Drake, which supports the claim that Thank Me Later is the name of a Drake album.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The claim and evidence both refer to the album named Thank Me Later.', 'same_entity_label': True, 'time_justification': 'The evidence does not provide any information about the date or time when the album Thank Me Later was released or named.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'Music'}","The evidence confirms that Thank Me Later is the debut studio album by Canadian rapper Drake, which supports the claim that Thank Me Later is the name of a Drake album.",SUPPORTS,The claim and evidence both refer to the album named Thank Me Later.,TRUE,The evidence does not provide any information about the date or time when the album Thank Me Later was released or named.,NOT ENOUGH INFO,Music
45254,Death in Paradise (TV series) is a British-French crime comedy-drama series that first aired in 2016.,REFUTES,NOT ENOUGH INFO,"['first', 'in 2016']",Death_in_Paradise,"Death in Paradise LRB TV series RRB , a British French crime drama set in the fictional Caribbean island of Saint Marie",Death in Paradise TV series is a British-French crime comedy-drama series that first aired in 2016.,"Death in Paradise LRB TV series RRB, a British French crime drama set in the fictional Caribbean island of Saint Marie","['British', 'first', '2016']","['British', 'French', 'Caribbean', 'Saint Marie']",0.07877294,0.910261035,0.010966104,"['British', 'first']","['Death', 'Paradise TV series', 'a British-French crime comedy-drama series', 'that']","['British', 'French', 'Caribbean', 'Saint Marie']","['Death', 'Paradise LRB TV series RRB', 'a British French crime drama', 'the fictional Caribbean island', 'Saint Marie']",2,4,3,4,4,5,0.686786413,FALSE,[],[],['2016'],[],[],[],0.321428571,0.655532479,0.214285714,0,0,0,"{'general_facts_justification': 'The evidence confirms that Death in Paradise is a British-French crime drama, which supports the claim. However, the evidence does not provide information on whether it is a comedy-drama series or when it first aired.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The claim and evidence both refer to the TV series Death in Paradise, which is a clear indication that they are referring to the same entity.', 'same_entity_label': True, 'time_justification': 'The evidence does not provide any information on the date or time of the TV series, so it is impossible to determine if it matches the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'TV series'}","The evidence confirms that Death in Paradise is a British-French crime drama, which supports the claim. However, the evidence does not provide information on whether it is a comedy-drama series or when it first aired.",SUPPORTS,"The claim and evidence both refer to the TV series Death in Paradise, which is a clear indication that they are referring to the same entity.",TRUE,"The evidence does not provide any information on the date or time of the TV series, so it is impossible to determine if it matches the claim.",NOT ENOUGH INFO,TV series
59970,"Fred Trump was thirteen years old in December, 1918.",SUPPORTS,SUPPORTS,"['in December , 1918']",Fred_Trump,"Trump 's father , Frederick , died when Trump was 13 years old .","Fred Trump was thirteen years old in December, 1918.","Trump s father, Frederick, died when Trump was 13 years old.","['Fred Trump', 'thirteen years old', 'December', '1918']","['Frederick', 'Trump', '13 years old']",0.086021326,0.906979322,0.006999385,['Fred Trump'],['Fred Trump'],"['Frederick', 'Trump']","['Trump s father', 'Frederick', 'Trump']",1,2,4,3,1,3,0.654302478,TRUE,['Fred Trump'],"['Trump s', 'Trump']",['december 1918'],[],[],[],0.361111111,0.361111111,0.486052275,0,0,0,"{'general_facts_justification': ""The evidence confirms that Fred Trump's father died when he was 13 years old which supports the claim that he was 13 years old in December 1918."", 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'Both claim and evidence are referring to Fred Trump.', 'same_entity_label': True, 'time_justification': ""The evidence confirms that Fred Trump's father died when he was 13 years old which supports the claim that he was 13 years old in December 1918."", 'time_label': 'SUPPORTS', 'topic': 'Age of Fred Trump'}",The evidence confirms that Fred Trump's father died when he was 13 years old which supports the claim that he was 13 years old in December 1918.,SUPPORTS,Both claim and evidence are referring to Fred Trump.,TRUE,The evidence confirms that Fred Trump's father died when he was 13 years old which supports the claim that he was 13 years old in December 1918.,SUPPORTS,Age of Fred Trump
47914,Woody Allen died shortly after childbirth.,REFUTES,REFUTES,['shortly after childbirth'],Woody_Allen,"Heywood `` Woody '' Allen LRB born Allan Stewart Konigsberg ; December 1 , 1935 RRB is an American director , writer , actor , comedian , playwright , and musician whose career spans more than six decades .",Woody Allen died shortly after childbirth.,"Heywood Woody Allen LRB born Allan Stewart Konigsberg ; December 1, 1935 RRB is an American director, writer, actor, comedian, playwright, and musician whose career spans more than six decades.",['Woody Allen'],"['Heywood', 'Allan Stewart Konigsberg', 'December 1, 1935', 'American', 'more than six decades']",0.799901962,0.195294857,0.004803169,['Woody Allen'],"['Woody Allen', 'childbirth']","['Heywood', 'Allan Stewart Konigsberg', 'American']","['Heywood Woody Allen LRB', 'Allan Stewart Konigsberg', 'RRB', 'an American director', 'writer', 'actor', 'comedian', 'playwright', 'musician', 'whose career']",1,3,1,5,2,10,0.496187747,FALSE,[],[],[],"['more than six decades', 'december 1 1935']",[],[],0.271428571,0.378224939,0.271428571,0,0,0,"{'general_facts_justification': 'The evidence clearly states that Woody Allen was born on December 1, 1935, and has had a career spanning over six decades. This refutes the claim that he died shortly after childbirth.', 'general_facts_label': 'REFUTES', 'same_entity_justification': ""The evidence is about Woody Allen's career and personal information, while the claim is about his death shortly after childbirth. There is no clear evidence connecting the two."", 'same_entity_label': False, 'time_justification': 'The evidence does not provide any information that can be used to verify or refute the time stated in the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'Entertainment'}","The evidence clearly states that Woody Allen was born on December 1, 1935, and has had a career spanning over six decades. This refutes the claim that he died shortly after childbirth.",REFUTES,"The evidence is about Woody Allen's career and personal information, while the claim is about his death shortly after childbirth. There is no clear evidence connecting the two.",FALSE,The evidence does not provide any information that can be used to verify or refute the time stated in the claim.,NOT ENOUGH INFO,Entertainment
57573,"From 1933 to 1945, Adolf Hitler was Chancellor of Germany.",SUPPORTS,SUPPORTS,['From 1933 to 1945'],Adolf_Hitler,"Adolf Hitler LRB LSB ˈadɔlf ˈhɪtlɐ RSB ; 20 April 1889 30 April 1945 RRB was a German politician who was the leader of the Nazi Party LRB Nationalsozialistische Deutsche Arbeiterpartei ; NSDAP RRB , Chancellor of Germany from 1933 to 1945 , and Führer LRB `` Leader '' RRB of Nazi Germany from 1934 to 1945 .","From 1933 to 1945, Adolf Hitler was Chancellor of Germany.","Adolf Hitler LRB LSB ˈadɔlf ˈhɪtlɐ RSB ; 20 April 1889 30 April 1945 RRB was a German politician who was the leader of the Nazi Party LRB Nationalsozialistische Deutsche Arbeiterpartei ; NSDAP RRB, Chancellor of Germany from 1933 to 1945, and Fhrer LRB Leader RRB of Nazi Germany from 1934 to 1945.","['1933 to 1945', 'Adolf Hitler', 'Germany']","['Adolf Hitler', 'RSB', '20 April 1889', '30 April 1945', 'German', 'the Nazi Party LRB', 'NSDAP', 'Germany', '1933 to 1945', 'Fhrer', 'Nazi Germany', '1934 to 1945']",0.010952664,0.712392867,0.276654482,"['Adolf Hitler', 'Germany']","['Adolf Hitler', 'Chancellor', 'Germany']","['Adolf Hitler', 'RSB', 'German', 'the Nazi Party LRB', 'NSDAP', 'Germany', 'Fhrer', 'Nazi Germany']","['Adolf Hitler LRB LSB ˈadɔlf', 'RSB', 'April', 'RRB', 'a German politician', 'who', 'the leader', 'the Nazi Party LRB Nationalsozialistische Deutsche Arbeiterpartei', 'Chancellor', 'Germany', 'Fhrer LRB Leader RRB', 'Nazi Germany']",2,8,3,12,3,12,0.714775085,TRUE,"['Germany', '1933', '1945']","['Germany', '1933', '1945', '1945']","['1933', '1945']","['1933', '1945', '20 april 1889 30 april 1945', '1934']",[],[],0.5,0.5,0.75,1,0,0,"{'general_facts_justification': 'The evidence confirms that Adolf Hitler was indeed the Chancellor of Germany from 1933 to 1945, which supports the claim.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The evidence explicitly states that Adolf Hitler was the Chancellor of Germany from 1933 to 1945, which matches the claim.', 'same_entity_label': True, 'time_justification': 'The evidence explicitly states that Adolf Hitler was the Chancellor of Germany from 1933 to 1945, which matches the time period stated in the claim.', 'time_label': 'SUPPORTS', 'topic': 'Adolf Hitler and his role as Chancellor of Germany'}","The evidence confirms that Adolf Hitler was indeed the Chancellor of Germany from 1933 to 1945, which supports the claim.",SUPPORTS,"The evidence explicitly states that Adolf Hitler was the Chancellor of Germany from 1933 to 1945, which matches the claim.",TRUE,"The evidence explicitly states that Adolf Hitler was the Chancellor of Germany from 1933 to 1945, which matches the time period stated in the claim.",SUPPORTS,Adolf Hitler and his role as Chancellor of Germany
39739,Demi Lovato sold many things in 2013.,SUPPORTS,SUPPORTS,['in 2013'],Demi_Lovato,"Her third album , Demi LRB 2013 RRB , opened with first week sales of 110,000 copies .",Demi Lovato sold many things in 2013.,"Her third album, Demi LRB 2013 RRB, opened with first week sales of 110,000 copies.","['Demi Lovato', '2013']","['third', '2013', 'first week', '110,000']",0.003637583,0.994240284,0.002122182,['Demi Lovato'],"['Demi Lovato', 'many things']","['third', '110,000']","['Her third album', '110,000 copies']",1,2,2,4,2,2,0.54794699,TRUE,['Demi Lovato'],['Her'],['2013'],"['2013', 'first week']",[],"['110,000']",0,0.180664167,0.402777791,1,0,1,"{'general_facts_justification': 'The evidence supports the claim that Demi Lovato sold something in 2013 by providing information about the sales of her album.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The claim and evidence both refer to Demi Lovato, even though the claim is vague about what she sold.', 'same_entity_label': True, 'time_justification': ""The evidence supports the claim by providing specific information about Demi Lovato's album sales in 2013."", 'time_label': 'SUPPORTS', 'topic': 'Demi Lovato'}",The evidence supports the claim that Demi Lovato sold something in 2013 by providing information about the sales of her album.,SUPPORTS,"The claim and evidence both refer to Demi Lovato, even though the claim is vague about what she sold.",TRUE,The evidence supports the claim by providing specific information about Demi Lovato's album sales in 2013.,SUPPORTS,Demi Lovato
34560,Hubert Humphrey was the Democratic Majority Whip from 1962 to 1968.,NOT ENOUGH INFO,NOT ENOUGH INFO,['from 1962 to 1968'],Hubert_Humphrey,Humphrey ran for two failed Presidential campaigns in the 1952 and 1960 Democratic primaries .,Hubert Humphrey was the Democratic Majority Whip from 1962 to 1968.,Humphrey ran for two failed Presidential campaigns in the 1952 and 1960 Democratic primaries.,"['Hubert Humphrey', 'Democratic', '1962 to 1968']","['Humphrey', 'two', 'Presidential', '1952', '1960', 'Democratic']",0.018719025,0.977187991,0.004092965,"['Hubert Humphrey', 'Democratic']","['Hubert Humphrey', 'the Democratic Majority Whip']","['Humphrey', 'two', 'Presidential', 'Democratic']","['Humphrey', 'two failed Presidential campaigns']",2,4,3,6,2,2,0.547776937,TRUE,['Hubert Humphrey'],['Humphrey'],"['1962', '1968']","['1960', '1952']",[],['two'],0.395833333,0.237619534,0.564418018,0.826284528,0,1,"{'general_facts_justification': ""The evidence provided does not directly support or refute the claim. While the evidence mentions Humphrey's failed Presidential campaigns, it does not provide information on his role as the Democratic Majority Whip from 1962 to 1968."", 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': 'The claim and evidence both refer to Hubert Humphrey, a specific person.', 'same_entity_label': True, 'time_justification': 'The evidence states that Humphrey ran for two failed Presidential campaigns in the 1952 and 1960 Democratic primaries, which refutes the claim that he was the Democratic Majority Whip from 1962 to 1968.', 'time_label': 'REFUTES', 'topic': ""Hubert Humphrey's political career""}","The evidence provided does not directly support or refute the claim. While the evidence mentions Humphrey's failed Presidential campaigns, it does not provide information on his role as the Democratic Majority Whip from 1962 to 1968.",NOT ENOUGH INFO,"The claim and evidence both refer to Hubert Humphrey, a specific person.",TRUE,"The evidence states that Humphrey ran for two failed Presidential campaigns in the 1952 and 1960 Democratic primaries, which refutes the claim that he was the Democratic Majority Whip from 1962 to 1968.",REFUTES,Hubert Humphrey's political career
36372,Floyd Mayweather Jr. competed from 1996 to 2015.,SUPPORTS,SUPPORTS,['from 1996 to 2015'],Floyd_Mayweather_Jr.,"Floyd Joy Mayweather Jr. LRB born Floyd Joy Sinclair ; February 24 , 1977 RRB is an American former professional boxer who competed from 1996 to 2015 , and currently works as a boxing promoter .",Floyd Mayweather Jr. competed from 1996 to 2015.,"Floyd Joy Mayweather Jr. LRB born Floyd Joy Sinclair ; February 24, 1977 RRB is an American former professional boxer who competed from 1996 to 2015, and currently works as a boxing promoter.","['Floyd Mayweather Jr.', '1996 to 2015']","['Floyd Joy Mayweather Jr.', 'Floyd Joy Sinclair', 'February 24, 1977', 'American', 'from 1996 to 2015']",0.004961628,0.969412923,0.025625493,['Floyd Mayweather Jr.'],['Floyd Mayweather Jr.'],"['Floyd Joy Mayweather Jr.', 'Floyd Joy Sinclair', 'American']","['Floyd Joy Mayweather Jr.', 'Floyd Joy Sinclair', 'RRB', 'an American former professional boxer', 'who', 'a boxing promoter']",1,3,2,5,1,6,0.605388224,TRUE,"['1996', '2015']","['1996', '2015']","['2015', '1996']","['february 24 1977', '2015', '1996', 'currently']",[],[],0.5,0.5,0.75,0.99999994,0,0,"{'general_facts_justification': 'The evidence confirms that Floyd Mayweather Jr. competed from 1996 to 2015.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The evidence confirms that Floyd Joy Mayweather Jr., who was born as Floyd Joy Sinclair, is the same person as Floyd Mayweather Jr. who competed from 1996 to 2015.', 'same_entity_label': True, 'time_justification': 'The evidence confirms that Floyd Mayweather Jr. competed from 1996 to 2015, which matches the claim.', 'time_label': 'SUPPORTS', 'topic': 'Floyd Mayweather Jr.'}",The evidence confirms that Floyd Mayweather Jr. competed from 1996 to 2015.,SUPPORTS,"The evidence confirms that Floyd Joy Mayweather Jr., who was born as Floyd Joy Sinclair, is the same person as Floyd Mayweather Jr. who competed from 1996 to 2015.",TRUE,"The evidence confirms that Floyd Mayweather Jr. competed from 1996 to 2015, which matches the claim.",SUPPORTS,Floyd Mayweather Jr.
12154,Eleveneleven was founded by Mike Hamlin in 2010.,SUPPORTS,SUPPORTS,['in 2010'],Eleveneleven,"eleveneleven is a record label founded in 2010 by Mike Hamlin , Ellen DeGeneres and her production company , A Very Good Production , in association with longtime affiliate Warner Bros. .",Eleveneleven was founded by Mike Hamlin in 2010.,"eleveneleven is a record label founded in 2010 by Mike Hamlin, Ellen DeGeneres and her production company, A Very Good Production, in association with longtime affiliate Warner Bros..","['Mike Hamlin', '2010']","['2010', 'Mike Hamlin', 'Ellen DeGeneres', 'A Very Good Production', 'Warner Bros..']",0.440390229,0.556220174,0.003389606,['Mike Hamlin'],"['Eleveneleven', 'Mike Hamlin']","['Mike Hamlin', 'Ellen DeGeneres', 'A Very Good Production', 'Warner Bros..']","['eleveneleven', 'a record label', 'Mike Hamlin', 'Ellen DeGeneres', 'her production company', 'A Very Good Production', 'association', 'longtime affiliate Warner Bros']",1,4,2,5,2,8,0.839472771,TRUE,"['Eleveneleven', '2010', 'Mike Hamlin']","['eleveneleven', '2010', 'Mike Hamlin', 'Ellen DeGeneres', 'her']",['2010'],['2010'],[],[],0.5,0.486111111,0.666666687,1,0,0,"{'general_facts_justification': 'The evidence confirms that eleveneleven was founded in 2010 by Mike Hamlin, Ellen DeGeneres, and Warner Bros., which supports the claim that eleveneleven was founded by Mike Hamlin in 2010.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The evidence mentions that eleveneleven was founded by Mike Hamlin, and the claim also states that eleveneleven was founded by Mike Hamlin. Although there are other entities mentioned in the evidence, they are associated with the founding of eleveneleven and do not refer to a different entity.', 'same_entity_label': True, 'time_justification': 'The evidence explicitly states that eleveneleven was founded in 2010, which matches the date stated in the claim.', 'time_label': 'SUPPORTS', 'topic': 'Eleveneleven record label'}","The evidence confirms that eleveneleven was founded in 2010 by Mike Hamlin, Ellen DeGeneres, and Warner Bros., which supports the claim that eleveneleven was founded by Mike Hamlin in 2010.",SUPPORTS,"The evidence mentions that eleveneleven was founded by Mike Hamlin, and the claim also states that eleveneleven was founded by Mike Hamlin. Although there are other entities mentioned in the evidence, they are associated with the founding of eleveneleven and do not refer to a different entity.",TRUE,"The evidence explicitly states that eleveneleven was founded in 2010, which matches the date stated in the claim.",SUPPORTS,Eleveneleven record label
